札幌, 7312, 3008
白石, 7296, 3160
豊平, 7313, 3009
厚別, 7315, 3009
手稲, 7310, 3006
清田, 7315, 3010
函館, 7298, 3048
小樽, 7305, 3004
旭川, 7336, 2986
室蘭, 7304, 3031
釧路, 7382, 3011
帯広, 7355, 3013
北見, 7370, 2985
夕張, 7322, 3009
岩見沢, 7322, 3004
網走, 7375, 2985
留萌, 7319, 2981
苫小牧, 7318, 3022
稚内, 7320, 2933
美唄, 7324, 3000
芦別, 7332, 2994
江別, 7317, 3007
赤平, 7328, 2993
紋別, 7358, 2973
士別, 7336, 2973
名寄, 7338, 2967
三笠, 7326, 3002
根室, 7409, 3000
千歳, 7319, 3016
滝川, 7325, 2993
砂川, 7325, 2995
歌志内, 7328, 2994
深川, 6691, 3569
富良野, 7336, 2999
登別, 7307, 3028
恵庭, 7318, 3014
伊達, 7295, 3166
北広島, 7110, 3253
石狩, 7317, 3003
北斗, 7297, 3046
当別, 7316, 3003
新篠津, 7319, 3003
松前, 7285, 3057
福島, 7286, 3178
上磯, 7292, 3052
知内, 7291, 3053
木古内, 7292, 3051
亀田, 7298, 3044
七飯, 7298, 3044
茅部, 7296, 3038
鹿部, 7300, 3040
森, 7178, 3249
二海, 7287, 3034
八雲, 7287, 3034
山越, 7290, 3025
長万部, 7290, 3025
檜山, 7285, 3045
江差, 7285, 3045
上ノ国, 7284, 3048
厚沢部, 7288, 3044
爾志, 7285, 3041
乙部, 7285, 3042
奥尻, 7270, 3037
瀬棚, 7282, 3028
今金, 7282, 3028
久遠, 7279, 3029
せたな, 7279, 3029
島牧, 7283, 3019
寿都, 7287, 3016
黒松内, 7289, 3020
磯谷, 7294, 3016
蘭越, 7294, 3016
虻田, 7299, 3017
ニセコ, 7297, 3016
真狩, 7300, 3017
留寿都, 7302, 3018
喜茂別, 7304, 3017
京極, 7302, 3015
倶知安, 7299, 3013
岩内, 7294, 3011
共和, 6386, 3209
古宇, 7292, 3007
泊, 7316, 3150
神恵内, 7291, 3005
積丹, 7294, 3000
古平, 7296, 3002
余市, 7300, 3005
仁木, 7299, 3006
赤井川, 7301, 3008
空知, 7332, 2999
南幌, 7319, 3008
奈井江, 7325, 2997
上砂川, 7327, 2996
由仁, 7323, 3011
長沼, 7320, 3010
栗山, 7323, 3009
樺戸, 7322, 2996
月形, 7320, 3000
浦臼, 7323, 2997
新十津川, 7324, 2993
雨竜, 7326, 2985
妹背牛, 7326, 2988
秩父別, 7326, 2986
北竜, 7325, 2987
沼田, 7260, 3199
幌加内, 7331, 2977
上川, 7341, 2990
鷹栖, 7335, 2984
東神楽, 7338, 2988
当麻, 7339, 2984
比布, 7338, 2983
愛別, 7341, 2982
東川, 7339, 2988
美瑛, 7338, 2992
上富良野, 7338, 2996
中富良野, 7337, 2997
南富良野, 7340, 3005
勇払, 7326, 3018
占冠, 7338, 3010
和寒, 7337, 2978
剣淵, 7336, 2976
下川, 7342, 2969
中川, 7210, 3241
美深, 7335, 2964
音威子府, 7333, 2956
増毛, 7316, 2984
小平, 7270, 3225
苫前, 7320, 2967
羽幌, 7319, 2967
初山別, 7322, 2962
天塩, 7322, 2951
遠別, 7323, 2956
幌延, 7324, 2947
宗谷, 7330, 2937
猿払, 7330, 2937
枝幸, 7340, 2950
浜頓別, 7336, 2943
中頓別, 7334, 2948
豊富, 7322, 2943
礼文, 7305, 2936
利尻, 7309, 2941
利尻富士, 7310, 2940
美幌, 7375, 2984
津別, 7373, 2988
斜里, 7389, 2981
清里, 7386, 2984
小清水, 7383, 2983
常呂, 7367, 2984
訓子府, 7367, 2987
置戸, 7363, 2989
佐呂間, 7368, 2978
遠軽, 7361, 2978
上湧別, 7363, 2973
湧別, 7365, 2973
滝上, 7352, 2973
興部, 7353, 2964
西興部, 7348, 2968
雄武, 7349, 2960
大空, 7378, 2982
豊浦, 7298, 3023
有珠, 7302, 3024
壮瞥, 7302, 3024
白老, 7312, 3025
厚真, 7324, 3020
洞爺湖, 7301, 3022
安平, 7323, 3016
むかわ, 7327, 3021
沙流, 7331, 3023
日高, 7171, 3275
平取, 7331, 3022
新冠, 7335, 3029
浦河, 7345, 3036
様似, 7349, 3037
幌泉, 7354, 3041
えりも, 7354, 3041
新ひだか, 7337, 3031
河東, 7355, 3008
音更, 7355, 3011
士幌, 7356, 3005
上士幌, 7357, 3002
鹿追, 7350, 3006
新得, 7346, 3008
清水, 7207, 3198
河西, 7352, 3015
芽室, 7351, 3013
中札内, 7353, 3020
更別, 7355, 3021
広尾, 7357, 3029
大樹, 7357, 3026
幕別, 7357, 3014
池田, 7199, 3220
豊頃, 7362, 3016
本別, 7364, 3006
足寄, 7363, 3002
陸別, 7367, 2995
十勝, 7365, 3015
浦幌, 7365, 3015
厚岸, 7394, 3008
浜中, 7398, 3007
川上, 7384, 2996
標茶, 7386, 3001
弟子屈, 7383, 2994
阿寒, 7380, 3003
鶴居, 7380, 3003
白糠, 7375, 3011
野付, 7397, 2997
別海, 7397, 2997
標津, 7398, 2989
中標津, 7395, 2993
目梨, 7400, 2978
羅臼, 7400, 2978
青森, 7303, 3078
弘前, 7293, 3084
八戸, 7316, 3086
黒石, 7295, 3082
五所川原, 7292, 3077
十和田, 7309, 3083
三沢, 7282, 3090
むつ, 7309, 3062
つがる, 7290, 3077
平川, 7295, 3084
東津軽, 7298, 3070
平内, 7304, 3074
今別, 7293, 3066
蓬田, 7297, 3072
外ヶ浜, 7295, 3068
西津軽, 7284, 3080
鰺ヶ沢, 7287, 3078
深浦, 7281, 3082
中津軽, 7288, 3084
西目屋, 7288, 3084
南津軽, 7294, 3083
藤崎, 7062, 3284
大鰐, 7295, 3086
田舎館, 7294, 3082
北津軽, 7292, 3077
板柳, 7292, 3080
鶴田, 7065, 3328
中泊, 7291, 3071
上北, 7304, 3079
野辺地, 7307, 3075
七戸, 7308, 3080
六戸, 7312, 3083
横浜, 7273, 3232
東北, 7310, 3079
六ヶ所, 7313, 3072
おいらせ, 7314, 3083
下北, 7306, 3059
大間, 7303, 3056
東通, 7313, 3064
風間浦, 7305, 3057
佐井, 7302, 3059
三戸, 7312, 3088
五戸, 7312, 3086
田子, 7308, 3091
南部, 7312, 3089
階上, 7318, 3088
新郷, 7308, 3088
盛岡, 7308, 3110
宮古, 7326, 3112
大船渡, 7321, 3128
花巻, 7307, 3119
北上, 7307, 3122
久慈, 7322, 3096
遠野, 7317, 3121
一関, 7307, 3133
陸前高田, 7319, 3130
釜石, 7325, 3123
二戸, 7311, 3093
八幡平, 7307, 3104
奥州, 7308, 3127
岩手, 7310, 3114
雫石, 7304, 3110
葛巻, 7315, 3100
滝沢, 7307, 3108
紫波, 7308, 3114
矢巾, 7308, 3113
和賀, 7299, 3120
西和賀, 7299, 3120
胆沢, 7307, 3125
金ケ崎, 7307, 3125
西磐井, 7307, 3131
平泉, 7307, 3131
東磐井, 7312, 3135
藤沢, 7270, 3235
気仙, 7318, 3126
住田, 7318, 3126
上閉伊, 7325, 3120
大槌, 7325, 3120
下閉伊, 7324, 3111
山田, 7180, 3250
岩泉, 7323, 3106
田野畑, 7326, 3103
普代, 7325, 3101
川井, 7318, 3113
九戸, 7318, 3093
軽米, 7315, 3092
野田, 7179, 3253
洋野, 7320, 3091
一戸, 7311, 3096
仙台市, 7302, 3153
青葉, 7271, 3229
宮城野, 7303, 3152
若林, 7303, 3153
太白, 7301, 3154
泉, 7292, 3166
石巻, 7311, 3147
塩竈, 7305, 3151
気仙沼, 7318, 3134
名取, 7302, 3155
角田, 7300, 3161
多賀城, 7305, 3151
岩沼, 7302, 3157
登米, 7309, 3140
栗原, 7305, 3139
東松島, 7309, 3148
大崎, 7206, 3197
刈田, 7295, 3158
蔵王, 7296, 3157
七ケ宿, 7291, 3160
柴田, 7299, 3158
大河原, 7298, 3158
村田, 7298, 3157
川崎, 7275, 3230
伊具, 7299, 3163
丸森, 7299, 3163
亘理, 7302, 3159
山元, 7302, 3161
宮城, 7303, 3146
松島, 7306, 3149
七ヶ浜, 7306, 3151
利府, 7304, 3150
黒川, 7302, 3148
大和, 7270, 3232
大郷, 7305, 3148
富谷, 7302, 3149
大衡, 7302, 3146
加美, 7301, 3143
色麻, 7301, 3144
遠田, 7307, 3144
涌谷, 7308, 3144
美里, 7306, 3144
牡鹿, 7315, 3147
女川, 7315, 3147
本吉, 7316, 3139
南三陸, 7315, 3140
秋田, 7289, 3097
能代, 7282, 3095
横手, 7294, 3122
大館, 7295, 3093
男鹿, 7278, 3105
湯沢, 7293, 3126
鹿角, 7300, 3095
由利本荘, 7283, 3119
潟上, 7282, 3105
大仙, 7293, 3118
北秋田, 7290, 3095
にかほ, 7280, 3125
仙北, 7298, 3110
小坂, 7299, 3092
上小阿仁, 7288, 3100
山本, 7054, 3289
藤里, 7288, 3093
三種, 7283, 3099
八峰, 7282, 3091
南秋田, 7284, 3103
五城目, 7285, 3103
八郎潟, 7282, 3104
井川, 7284, 3104
大潟, 7281, 3101
美郷, 7113, 3244
雄勝, 7292, 3125
羽後, 7291, 3125
東成瀬, 7297, 3126
山形, 7285, 3144
米沢, 7284, 3162
鶴岡, 7278, 3139
酒田, 7278, 3133
新庄, 7205, 3203
寒河江, 7288, 3149
上山, 7288, 3156
村山, 7290, 3146
長井, 7283, 3157
天童, 7290, 3149
東根, 7291, 3147
尾花沢, 7291, 3142
南陽, 6657, 3300
東村山, 7270, 3224
山辺, 7288, 3151
中山, 6676, 3570
西村山, 7287, 3148
河北, 7207, 3198
西川, 7274, 3190
朝日, 7202, 3204
大江, 7212, 3242
北村山, 7290, 3143
大石田, 7290, 3143
最上, 7289, 3137
金山, 7217, 3226
舟形, 7289, 3140
真室川, 7288, 3134
大蔵, 7286, 3141
鮭川, 7287, 3136
戸沢, 7285, 3138
東置賜, 7285, 3160
高畠, 7286, 3160
川西, 7177, 3250
西置賜, 7281, 3157
小国, 7276, 3158
白鷹, 7284, 3155
飯豊, 7281, 3159
東田川, 7280, 3136
三川, 7278, 3137
庄内, 7280, 3136
飽海, 7279, 3130
遊佐, 7279, 3130
会津若松, 7280, 3174
郡山, 7290, 3177
いわき, 7302, 3187
白河, 7287, 3185
須賀川, 7290, 3180
喜多方, 7279, 3170
相馬, 7303, 3166
二本松, 7292, 3172
田, 7232, 3230
南相馬, 7304, 3170
本宮, 7291, 3174
桑折, 7294, 3164
国見, 7294, 3163
川俣, 7295, 3170
安達, 7290, 3173
大玉, 7290, 3173
岩瀬, 7288, 3181
鏡石, 7290, 3181
天栄, 7286, 3181
南会津, 7274, 3183
下郷, 7279, 3181
檜枝岐, 7268, 3188
只見, 7267, 3179
耶麻, 7282, 3172
北塩原, 7283, 3169
西会津, 7274, 3171
磐梯, 7282, 3172
猪苗代, 7284, 3172
河沼, 7277, 3173
会津坂下, 7278, 3173
湯川, 7279, 3172
柳津, 7275, 3174
大沼, 7276, 3176
三島, 7257, 3242
昭和, 7335, 3024
会津美里, 7278, 3175
西白河, 7288, 3184
西郷, 7285, 3185
泉崎, 7289, 3184
中島, 7111, 3259
矢吹, 7289, 3183
東白川, 7291, 3189
棚倉, 7291, 3188
矢祭, 7291, 3192
塙, 7291, 3190
鮫川, 7293, 3188
石川, 7203, 3208
玉川, 7241, 3217
平田, 7325, 3124
浅川, 7291, 3186
古殿, 7294, 3186
田村, 7295, 3176
三春, 7293, 3176
小野, 7166, 3249
双葉, 7304, 3177
広野, 7304, 3182
楢葉, 7305, 3181
富岡, 7257, 3210
川内, 7302, 3153
大熊, 7304, 3177
浪江, 7304, 3174
葛尾, 7299, 3174
新地, 7303, 3164
飯舘, 7299, 3169
水戸, 7290, 3207
日立, 7297, 3200
土浦, 7286, 3215
古河, 7275, 3212
石岡, 7288, 3212
結城, 7279, 3208
龍ケ崎, 7286, 3219
下妻, 7281, 3212
常総, 7282, 3216
常陸太田, 7294, 3202
高萩, 7298, 3197
北茨城, 7299, 3194
笠間, 7289, 3207
取手, 7283, 3219
牛久, 7285, 3217
つくば, 7283, 3216
ひたちなか, 7294, 3206
鹿嶋, 7296, 3218
潮来, 7294, 3218
守谷, 7281, 3218
常陸大宮, 7291, 3202
那珂, 7295, 3204
筑西, 7281, 3208
坂東, 7279, 3216
稲敷, 7289, 3218
かすみがうら, 7289, 3214
桜川, 7284, 3208
神栖, 7297, 3220
行方, 7293, 3217
鉾田, 7294, 3212
つくばみらい, 7283, 3218
小美玉, 7290, 3210
東茨城, 7292, 3207
茨城, 7286, 3211
大洗, 7295, 3208
城里, 7290, 3203
東海, 7211, 3244
大子, 7290, 3195
美浦, 7289, 3217
阿見, 7287, 3216
河内, 7234, 3196
八千代, 7284, 3225
猿島, 7277, 3214
五霞, 7276, 3214
境, 7277, 3214
北相馬, 7285, 3221
利根, 7260, 3196
宇都宮, 7279, 3201
足利, 7269, 3207
栃木, 7278, 3198
佐野, 7272, 3208
鹿沼, 7276, 3201
日光, 7275, 3197
小山, 7277, 3208
真岡, 7282, 3204
大田原, 7282, 3192
矢板, 7280, 3194
那須塩原, 7283, 3190
さくら, 7281, 3198
那須烏山, 7285, 3198
下野, 7278, 3206
上三川, 7280, 3205
上都賀, 7276, 3204
