北海道,43.064301,141.346874
青森,40.824622,140.740598
岩手,39.7036,141.152709
宮城,38.268812,140.872082
秋田,39.718611,140.102401
山形,38.240422,140.363592
福島,37.750301,140.467522
茨城,36.341793,140.446802
栃木,36.566672,139.883093
群馬,36.390698,139.060451
埼玉,35.857431,139.648901
千葉,35.605045,140.123325
東京,35.689753,139.691731
神奈川,35.447495,139.6424
新潟,37.902419,139.023225
富山,36.695275,137.211342
石川,36.59473,136.625582
福井,36.065219,136.221682
山梨,35.664161,138.568459
長野,36.651296,138.181239
岐阜,35.391228,136.722311
静岡,34.976944,138.383009
愛知,35.180344,136.906632
三重,34.730272,136.508598
滋賀,35.004528,135.868607
京都,35.021393,135.755439
大阪,34.686555,135.519474
兵庫,34.691287,135.183061
奈良,34.685326,135.832751
和歌山,34.226041,135.167504
鳥取,35.503867,134.237716
島根,35.472324,133.05052
岡山,34.661759,133.934399
広島,34.396603,132.459621
山口,34.18613,131.470497
徳島,34.065756,134.559297
香川,34.340045,134.043369
愛媛,33.841669,132.765371
高知,33.5597,133.531096
福岡,33.606781,130.418307
佐賀,33.24957,130.299804
長崎,32.744814,129.8737
熊本,32.789816,130.74169
大分,33.238205,131.612625
宮崎,31.911058,131.423883
鹿児島,31.560166,130.557994
沖縄,26.212418,127.680895
